Fecha de Toma de Muestra,Hora de Toma de Muestra,Fecha de Entrega al Laboratorio,Codigo de la Muestra,NSPM,Codigo del Laboratorio,Tipo de Muestra,Clasificacion de la Muestra,Color Aparente,Turbiedad,pH,Cloro Residual Libre,Dureza Total,Hierro Total,Cloruros,Alcalinidad,Sulfatos,Nitratos,Coliformes Totales,Tecnica Empleada para la Determinacion de los Coliformes Totales,Escherichia Coli,Tecnica Empleada para la Determinacion de la Escherichia Coli,Resultados del IRCA por Muestra
7/29/2021,18:02:00,7/29/2021,22-0322-2,18473,941.00,2.00,2.00,4.90,0.50,7.04,1.66,53.68,1.96,13.14,41.86,10.13,8.87,0.00,1.00,0.00,0.00,22.18
7/30/2021,4:04:00,7/30/2021,22-0322-3,27107,942.00,2.00,2.00,4.90,0.80,6.99,1.67,50.09,-0.07,11.48,45.43,11.86,8.17,0.00,1.00,0.00,0.00,25.10
7/31/2021,22:49:00,7/31/2021,22-0324-1,27106,943.00,2.00,2.00,3.50,0.30,6.55,1.63,50.44,2.30,9.50,40.82,11.83,3.57,0.00,1.00,0.00,0.00,21.28
8/1/2021,7:56:00,8/1/2021,22-0324-2,18470,944.00,2.00,2.00,4.20,0.50,6.71,1.71,50.88,-1.60,10.48,42.23,11.04,3.50,0.00,1.00,0.00,0.00,22.52
8/2/2021,8:33:00,8/2/2021,22-0324-3,18480,945.00,2.00,2.00,2.50,0.20,6.66,1.54,53.81,-2.08,11.91,43.50,11.82,4.59,0.00,1.00,0.00,0.00,24.58
8/3/2021,1:21:00,8/3/2021,22-0326-1,18461,946.00,2.00,2.00,9.80,1.10,6.91,1.50,50.43,2.30,10.49,45.59,9.68,8.38,0.00,1.00,0.00,0.00,22.74
8/4/2021,21:50:00,8/4/2021,22-0326-2,79298,947.00,2.00,2.00,9.10,0.90,6.86,1.44,54.94,0.62,12.79,43.90,8.80,5.08,0.00,1.00,0.00,0.00,25.19
8/5/2021,10:33:00,8/5/2021,22-0326-3,18474,948.00,2.00,2.00,10.50,0.80,6.91,1.61,53.64,-0.36,10.45,43.58,9.49,6.02,0.00,1.00,0.00,0.00,24.36
8/6/2021,9:29:00,8/6/2021,22-0328-1,18463,949.00,2.00,2.00,7.70,0.60,6.99,1.45,54.32,-2.80,13.65,44.25,11.05,6.50,0.00,1.00,0.00,0.00,25.94
8/7/2021,22:10:00,8/7/2021,22-0328-2,18466,950.00,2.00,2.00,2.80,0.30,6.93,1.12,53.13,2.94,13.25,41.75,8.59,8.56,0.00,1.00,0.00,0.00,22.59
8/8/2021,1:25:00,8/8/2021,22-0328-3,79299,951.00,2.00,2.00,2.80,0.40,6.71,1.55,52.19,0.69,10.03,44.90,11.94,3.50,0.00,1.00,0.00,0.00,22.55
8/9/2021,22:25:00,8/9/2021,22-0330-1,18465,952.00,2.00,2.00,4.90,0.70,6.86,1.33,50.87,1.17,14.52,40.08,7.47,5.81,0.00,1.00,0.00,0.00,23.97
8/10/2021,10:52:00,8/10/2021,22-0330-2,18469,953.00,2.00,2.00,2.50,0.20,6.89,1.53,50.01,-2.19,13.76,39.88,12.74,8.84,0.00,1.00,0.00,0.00,22.55
8/11/2021,0:18:00,8/11/2021,22-0330-3,18477,954.00,2.00,2.00,3.50,0.50,6.63,1.52,51.89,0.52,9.04,43.47,7.64,7.73,0.00,1.00,0.00,0.00,20.62
8/12/2021,8:21:00,8/12/2021,22-0332-1,79300,955.00,2.00,2.00,2.80,0.30,6.77,1.58,53.50,0.03,11.50,42.30,10.00,7.80,0.00,1.00,0.00,0.00,25.99
8/13/2021,11:15:00,8/13/2021,22-0332-2,18470,956.00,2.00,2.00,5.60,0.60,7.02,1.55,52.20,0.05,11.60,44.10,10.00,7.50,0.00,1.00,0.00,0.00,21.89
8/14/2021,1:35:00,8/14/2021,22-0332-3,18479,957.00,2.00,2.00,2.80,0.10,6.71,1.60,52.40,-1.74,14.22,44.24,12.35,7.54,0.00,1.00,0.00,0.00,22.74
8/15/2021,0:27:00,8/15/2021,22-0334-1,18464,958.00,2.00,2.00,3.50,0.30,6.61,1.61,55.39,0.11,11.20,42.39,10.24,4.47,0.00,1.00,0.00,0.00,22.48
8/16/2021,4:22:00,8/16/2021,22-0334-2,18471,959.00,2.00,2.00,5.60,0.40,7.06,1.43,55.12,-2.10,10.09,41.19,9.19,8.09,0.00,1.00,0.00,0.00,26.52
8/17/2021,20:18:00,8/17/2021,22-0334-3,27107,960.00,2.00,2.00,3.50,0.30,7.11,1.49,53.14,-1.59,11.52,41.65,12.58,5.26,0.00,1.00,0.00,0.00,25.58
8/18/2021,10:38:00,8/18/2021,22-0336-1,18461,961.00,2.00,2.00,4.20,0.50,7.06,1.45,53.28,-2.88,14.27,44.06,11.04,5.12,0.00,1.00,0.00,0.00,25.40
8/19/2021,15:10:00,8/19/2021,22-0336-2,18472,962.00,2.00,2.00,7.80,1.00,7.06,1.56,53.07,-2.13,13.17,39.75,7.55,4.13,0.00,1.00,0.00,0.00,21.02
8/20/2021,10:26:00,8/20/2021,22-0336-3,18476,963.00,2.00,2.00,2.50,0.40,6.94,1.50,50.18,-0.33,8.82,43.27,7.79,6.90,0.00,1.00,0.00,0.00,23.68
8/21/2021,20:32:00,8/21/2021,22-0338-1,79298,964.00,2.00,2.00,4.50,0.50,6.97,1.70,51.28,-2.07,9.07,43.35,7.62,6.24,0.00,1.00,0.00,0.00,23.87
8/22/2021,5:55:00,8/22/2021,22-0338-2,27106,965.00,2.00,2.00,4.20,0.40,6.96,1.69,51.49,-1.66,9.75,41.98,12.64,7.04,0.00,1.00,0.00,0.00,21.89
8/23/2021,10:40:00,8/23/2021,22-0338-3,18480,966.00,2.00,2.00,2.50,0.50,6.64,1.61,55.46,-2.33,8.97,44.67,12.01,6.38,0.00,1.00,0.00,0.00,24.89
8/24/2021,12:28:00,8/24/2021,22-0340-1,18463,967.00,2.00,2.00,8.40,0.80,6.63,1.51,50.69,1.50,12.06,43.81,11.05,5.49,0.00,1.00,0.00,0.00,26.33
8/25/2021,8:43:00,8/25/2021,22-0340-2,18473,968.00,2.00,2.00,6.30,0.50,6.60,1.70,49.76,-1.51,9.74,45.39,7.88,4.88,0.00,1.00,0.00,0.00,21.01
8/26/2021,14:55:00,8/26/2021,22-0340-3,18474,969.00,2.00,2.00,5.60,0.60,6.65,1.59,50.45,-2.30,11.29,42.10,12.26,7.37,0.00,1.00,0.00,0.00,25.93
8/27/2021,3:53:00,8/27/2021,22-0342-1,18469,970.00,2.00,2.00,4.90,0.70,6.69,1.80,54.97,-2.19,13.80,45.20,10.46,7.26,0.00,1.00,0.00,0.00,23.36
8/28/2021,8:41:00,8/28/2021,22-0342-2,18475,971.00,2.00,2.00,6.30,0.60,6.53,1.43,49.95,-0.08,12.04,45.22,8.41,8.37,0.00,1.00,0.00,0.00,23.26
8/29/2021,11:45:00,8/29/2021,22-0342-3,18480,972.00,2.00,2.00,15.00,1.20,6.86,1.74,50.85,2.44,13.16,40.04,12.08,3.15,0.00,1.00,0.00,0.00,25.83
8/30/2021,14:39:00,8/30/2021,22-0344-1,18466,973.00,2.00,2.00,4.50,0.40,6.74,1.67,51.46,-0.46,11.86,42.99,10.95,6.52,0.00,1.00,0.00,0.00,21.95
8/31/2021,9:44:00,8/31/2021,22-0344-2,79299,974.00,2.00,2.00,9.80,0.90,6.75,1.66,54.25,-1.28,13.97,43.21,7.87,3.39,0.00,1.00,0.00,0.00,22.36
9/1/2021,0:02:00,9/1/2021,22-0344-3,18470,975.00,2.00,2.00,5.60,0.50,6.76,1.23,49.84,-0.13,9.35,44.06,9.63,7.99,0.00,1.00,0.00,0.00,23.97
9/2/2021,4:42:00,9/2/2021,22-0346-1,18461,976.00,2.00,2.00,4.20,0.40,6.66,1.78,47.10,0.03,12.40,32.70,10.00,7.60,0.00,1.00,0.00,0.00,21.93
9/3/2021,5:02:00,9/3/2021,22-0346-2,79298,977.00,2.00,2.00,4.20,0.40,6.62,1.79,45.40,0.03,12.20,33.20,10.00,7.30,0.00,1.00,0.00,0.00,23.96
9/4/2021,2:40:00,9/4/2021,22-0346-3,18477,978.00,2.00,2.00,12.60,1.10,6.65,1.58,53.64,-0.52,11.55,44.39,8.21,7.61,0.00,1.00,0.00,0.00,22.80
9/5/2021,7:17:00,9/5/2021,22-0348-1,18465,979.00,2.00,2.00,2.50,0.20,6.86,1.58,52.27,2.70,8.76,42.03,8.45,7.22,0.00,1.00,0.00,0.00,25.45
9/6/2021,0:59:00,9/6/2021,22-0348-2,27106,980.00,2.00,2.00,2.80,0.20,6.76,1.75,54.14,2.68,10.77,40.77,11.74,4.29,0.00,1.00,0.00,0.00,25.00
9/7/2021,19:37:00,9/7/2021,22-0348-3,18479,981.00,2.00,2.00,2.50,0.10,6.75,1.45,54.28,0.58,11.68,43.89,7.41,7.06,0.00,1.00,0.00,0.00,24.10
9/8/2021,16:03:00,9/8/2021,22-0350-1,18464,982.00,2.00,2.00,4.90,0.50,6.68,1.64,53.96,1.25,11.13,39.65,11.02,3.01,0.00,1.00,0.00,0.00,24.72
9/9/2021,0:16:00,9/9/2021,22-0350-2,18471,983.00,2.00,2.00,2.50,0.10,6.62,1.58,49.67,1.92,8.75,39.87,8.05,7.06,0.00,1.00,0.00,0.00,25.66
9/10/2021,3:09:00,9/10/2021,22-0350-3,27107,984.00,2.00,2.00,4.80,0.20,6.91,1.47,51.46,-0.60,13.86,40.99,9.95,7.17,0.00,1.00,0.00,0.00,22.87
9/11/2021,22:38:00,9/11/2021,22-0352-1,18463,985.00,2.00,2.00,2.50,0.40,6.86,1.56,53.60,-2.34,13.41,45.27,7.96,4.16,0.00,1.00,0.00,0.00,21.15
9/12/2021,3:26:00,9/12/2021,22-0352-2,79300,986.00,2.00,2.00,2.50,0.30,6.94,1.57,49.94,-2.85,12.27,41.69,10.49,5.88,0.00,1.00,0.00,0.00,24.23
9/13/2021,23:47:00,9/13/2021,22-0352-3,18480,987.00,2.00,2.00,2.50,0.20,7.04,1.62,52.78,1.33,13.23,44.59,9.34,7.77,0.00,1.00,0.00,0.00,22.88
9/14/2021,20:32:00,9/14/2021,22-0354-1,18469,988.00,2.00,2.00,4.90,0.30,6.70,1.64,50.14,0.53,10.58,39.86,9.37,6.55,0.00,1.00,0.00,0.00,21.09
9/15/2021,15:41:00,9/15/2021,22-0354-2,18473,989.00,2.00,2.00,4.20,0.20,6.71,1.56,54.61,-0.94,10.63,41.05,11.56,4.84,0.00,1.00,0.00,0.00,26.04
9/16/2021,5:50:00,9/16/2021,22-0354-3,18474,990.00,2.00,2.00,7.70,1.00,6.70,1.60,53.03,0.58,9.90,45.56,13.23,5.22,0.00,1.00,0.00,0.00,21.30
9/17/2021,19:16:00,9/17/2021,22-0356-1,18463,991.00,2.00,2.00,3.50,0.50,6.86,1.46,51.27,-1.34,8.80,44.48,7.45,3.68,0.00,1.00,0.00,0.00,22.99
9/18/2021,3:50:00,9/18/2021,22-0356-2,79299,992.00,2.00,2.00,4.20,0.50,6.88,1.54,50.22,0.20,11.24,42.81,9.21,4.38,0.00,1.00,0.00,0.00,21.92
9/19/2021,11:52:00,9/19/2021,22-0356-3,18480,993.00,2.00,2.00,2.50,0.40,7.12,1.59,50.41,-0.19,9.62,41.97,9.98,7.00,0.00,1.00,0.00,0.00,26.16
9/20/2021,6:24:00,9/20/2021,22-0358-1,18466,994.00,2.00,2.00,2.50,0.40,6.70,1.26,50.30,1.27,12.11,41.44,8.73,8.03,0.00,1.00,0.00,0.00,23.44
9/21/2021,10:24:00,9/21/2021,22-0358-2,18475,995.00,2.00,2.00,7.00,0.70,6.80,1.43,52.71,0.80,14.33,44.42,9.16,7.70,0.00,1.00,0.00,0.00,24.92
9/22/2021,14:49:00,9/22/2021,22-0358-3,18476,996.00,2.00,2.00,6.30,0.50,6.72,1.35,50.63,-1.84,14.20,42.68,9.71,4.26,0.00,1.00,0.00,0.00,22.92
9/23/2021,19:52:00,9/23/2021,22-0360-1,18471,997.00,2.00,2.00,2.50,0.10,6.91,1.67,51.40,0.04,12.20,42.80,10.00,8.40,0.00,1.00,0.00,0.00,25.51
9/24/2021,8:41:00,9/24/2021,22-0360-2,27107,998.00,2.00,2.00,5.60,0.50,6.56,1.46,54.80,0.03,12.10,43.20,10.00,8.70,0.00,1.00,0.00,0.00,25.67
9/25/2021,22:41:00,9/25/2021,22-0360-3,79300,999.00,2.00,2.00,6.30,0.80,6.62,1.48,53.47,-0.07,10.16,42.81,7.69,5.52,0.00,1.00,0.00,0.00,22.91
9/26/2021,18:01:00,9/26/2021,22-0362-1,18470,1000.00,2.00,2.00,8.40,0.70,6.61,1.47,51.43,-0.84,10.32,44.79,10.16,7.87,0.00,1.00,0.00,0.00,25.27
9/27/2021,2:01:00,9/27/2021,22-0362-2,18472,1001.00,2.00,2.00,15.00,1.10,6.54,1.56,54.80,2.04,10.25,40.99,12.51,8.10,0.00,1.00,0.00,0.00,26.54
9/28/2021,18:05:00,9/28/2021,22-0362-3,18477,1002.00,2.00,2.00,9.80,1.00,6.51,1.57,49.90,0.21,13.18,41.28,7.76,3.60,0.00,1.00,0.00,0.00,26.19
9/29/2021,8:36:00,9/29/2021,22-0364-1,18465,1003.00,2.00,2.00,4.20,0.50,7.17,1.38,53.23,2.28,12.78,45.36,12.49,5.49,0.00,1.00,0.00,0.00,26.58
9/30/2021,0:34:00,9/30/2021,22-0364-2,27106,1004.00,2.00,2.00,4.20,0.60,6.91,1.53,50.46,1.22,12.36,41.10,12.13,4.71,0.00,1.00,0.00,0.00,25.33
10/1/2021,23:34:00,10/1/2021,22-0364-3,18479,1005.00,2.00,2.00,2.50,0.20,6.94,1.20,54.88,2.53,10.79,41.69,12.40,8.79,0.00,1.00,0.00,0.00,23.51
10/2/2021,12:15:00,10/2/2021,22-0366-1,18461,1006.00,2.00,2.00,4.20,0.20,7.02,1.43,52.07,1.08,11.25,41.11,13.05,6.69,0.00,1.00,0.00,0.00,26.38
10/3/2021,15:56:00,10/3/2021,22-0366-2,18473,1007.00,2.00,2.00,4.00,0.20,7.03,1.30,52.15,2.61,9.22,44.19,9.30,3.45,0.00,1.00,0.00,0.00,25.90
10/4/2021,11:44:00,10/4/2021,22-0366-3,18480,1008.00,2.00,2.00,2.50,0.10,7.00,1.43,55.26,-0.79,11.42,44.16,10.44,5.27,0.00,1.00,0.00,0.00,23.84
10/5/2021,10:16:00,10/5/2021,22-0368-1,18469,1009.00,2.00,2.00,4.50,0.30,6.89,1.53,55.05,2.54,11.87,43.60,12.16,7.92,0.00,1.00,0.00,0.00,22.89
10/6/2021,10:26:00,10/6/2021,22-0368-2,18471,1010.00,2.00,2.00,2.50,0.10,6.97,1.57,54.21,2.34,12.59,44.88,9.04,6.55,0.00,1.00,0.00,0.00,21.62
10/7/2021,11:37:00,10/7/2021,22-0368-3,18474,1011.00,2.00,2.00,11.50,1.10,6.82,1.68,51.31,1.41,14.45,40.91,11.40,3.30,0.00,1.00,0.00,0.00,21.32
10/8/2021,17:56:00,10/8/2021,22-0370-1,18470,1012.00,2.00,2.00,7.00,1.00,6.89,1.38,50.89,0.22,13.62,45.14,9.57,7.71,0.00,1.00,0.00,0.00,22.54
10/9/2021,11:50:00,10/9/2021,22-0370-2,18472,1013.00,2.00,2.00,11.20,0.90,7.01,1.43,52.16,2.95,11.46,45.30,8.90,7.54,0.00,1.00,0.00,0.00,22.95
10/10/2021,11:22:00,10/10/2021,22-0370-3,18480,1014.00,2.00,2.00,2.50,0.10,6.79,1.32,53.47,1.96,9.07,43.88,12.46,7.18,0.00,1.00,0.00,0.00,22.63
10/11/2021,18:21:00,10/11/2021,22-0372-1,27106,1015.00,2.00,3.00,2.50,0.40,7.00,1.50,59.10,0.03,10.10,49.50,10.00,9.20,0.00,1.00,0.00,0.00,26.53
10/12/2021,3:04:00,10/12/2021,22-0372-2,18469,1016.00,2.00,3.00,4.90,0.30,7.00,1.40,58.20,0.03,10.50,48.10,10.00,9.40,0.00,1.00,0.00,0.00,25.71
10/13/2021,6:06:00,10/13/2021,22-0372-3,18470,1017.00,2.00,3.00,5.50,0.60,7.00,1.40,54.30,-2.21,9.20,48.60,10.00,5.99,0.00,1.00,0.00,0.00,25.55
10/14/2021,15:47:00,10/14/2021,22-0372-4,18471,1018.00,2.00,3.00,2.50,0.10,7.20,1.60,55.60,-1.56,9.40,49.40,10.00,4.70,0.00,1.00,0.00,0.00,22.13
10/15/2021,10:16:00,10/15/2021,22-0372-5,18472,1019.00,2.00,3.00,15.00,1.40,7.10,1.60,53.10,1.92,9.80,47.30,10.00,6.32,0.00,1.00,0.00,0.00,23.84
10/16/2021,23:31:00,10/16/2021,22-0374-1,79298,1020.00,2.00,2.00,2.50,0.40,7.00,1.59,53.15,2.03,10.12,39.94,12.16,8.54,0.00,1.00,0.00,0.00,23.15
10/17/2021,9:51:00,10/17/2021,22-0374-2,18475,1021.00,2.00,2.00,4.50,0.80,7.17,1.37,52.20,2.98,12.67,39.77,12.59,3.46,0.00,1.00,0.00,0.00,26.58
10/18/2021,20:22:00,10/18/2021,22-0374-3,18476,1022.00,2.00,2.00,2.80,0.30,7.00,1.40,52.93,2.61,13.85,43.65,9.20,5.03,0.00,1.00,0.00,0.00,20.95
10/19/2021,2:15:00,10/19/2021,22-0376-1,18466,1023.00,2.00,2.00,2.50,0.40,7.01,1.36,49.58,-1.56,14.43,43.19,12.28,8.52,0.00,1.00,0.00,0.00,22.53
10/20/2021,18:41:00,10/20/2021,22-0376-2,18479,1024.00,2.00,2.00,2.50,0.30,7.03,1.40,52.32,3.02,11.33,43.35,10.24,8.22,0.00,1.00,0.00,0.00,26.00
10/21/2021,8:25:00,10/21/2021,22-0376-3,79300,1025.00,2.00,2.00,4.20,0.40,7.62,1.44,50.29,-0.09,12.47,44.42,12.96,8.09,0.00,1.00,0.00,0.00,22.10
10/22/2021,3:04:00,10/22/2021,22-0378-1,18464,1026.00,2.00,2.00,2.80,0.30,7.01,1.61,54.07,1.28,10.91,45.35,12.64,3.79,0.00,1.00,0.00,0.00,23.76
10/23/2021,22:16:00,10/23/2021,22-0378-2,79299,1027.00,2.00,2.00,4.20,0.30,6.99,1.60,50.19,-2.78,11.01,43.36,9.12,3.33,0.00,1.00,0.00,0.00,26.57
10/24/2021,7:48:00,10/24/2021,22-0378-3,27107,1028.00,2.00,2.00,4.20,0.10,6.95,1.46,55.48,-2.66,14.72,44.95,11.61,5.74,0.00,1.00,0.00,0.00,26.49
10/25/2021,7:03:00,10/25/2021,22-0380-1,18463,1029.00,2.00,2.00,4.20,0.50,6.88,1.69,50.67,-1.58,10.45,44.35,9.09,4.70,0.00,1.00,0.00,0.00,22.36
10/26/2021,2:19:00,10/26/2021,22-0380-2,18473,1030.00,2.00,2.00,4.20,0.40,6.93,1.66,53.28,0.89,12.25,42.09,8.60,3.02,0.00,1.00,0.00,0.00,23.98
10/27/2021,18:13:00,10/27/2021,22-0380-3,18474,1031.00,2.00,2.00,8.40,0.80,6.98,1.85,54.62,0.89,12.09,41.94,8.32,4.08,0.00,1.00,0.00,0.00,25.30
10/28/2021,16:58:00,10/28/2021,22-0382-1,18461,1032.00,2.00,2.00,2.50,0.30,7.12,1.31,54.47,-1.68,13.54,40.14,12.00,7.77,0.00,1.00,0.00,0.00,21.91
10/29/2021,19:01:00,10/29/2021,22-0382-2,27106,1033.00,2.00,2.00,2.50,0.20,7.07,1.50,53.21,1.48,10.49,42.95,10.46,8.27,0.00,1.00,0.00,0.00,21.14
10/30/2021,11:27:00,10/30/2021,22-0382-3,18480,1034.00,2.00,2.00,2.50,0.10,7.05,1.73,53.11,0.74,14.03,44.35,7.87,8.03,0.00,1.00,0.00,0.00,22.64
10/31/2021,11:37:00,10/31/2021,22-0384-1,18465,1035.00,2.00,2.00,3.50,0.30,7.10,1.42,50.26,0.36,10.90,40.24,9.34,3.83,0.00,1.00,0.00,0.00,26.14
11/1/2021,12:48:00,11/1/2021,22-0384-2,18469,1036.00,2.00,2.00,2.50,0.30,7.09,1.38,53.86,1.90,13.21,45.05,7.68,6.58,0.00,1.00,0.00,0.00,20.92
11/2/2021,23:24:00,11/2/2021,22-0384-3,18470,1037.00,2.00,2.00,5.60,0.50,7.02,1.18,52.09,1.49,9.41,44.43,8.12,6.60,0.00,1.00,0.00,0.00,23.95
11/3/2021,11:43:00,11/3/2021,22-0386-1,18471,1038.00,2.00,2.00,2.80,0.20,7.11,1.42,51.72,-0.50,13.04,41.07,12.40,5.91,0.00,1.00,0.00,0.00,21.84
11/4/2021,19:43:00,11/4/2021,22-0386-2,18477,1039.00,2.00,2.00,4.90,0.30,7.07,1.31,53.00,1.29,11.06,43.39,11.86,7.46,0.00,1.00,0.00,0.00,21.57
11/5/2021,3:03:00,11/5/2021,22-0386-3,79300,1040.00,2.00,2.00,9.80,1.10,7.02,1.56,50.79,-1.35,11.47,40.46,8.36,5.26,0.00,1.00,0.00,0.00,21.66
11/6/2021,9:36:00,11/6/2021,22-0389-1,79298,1041.00,2.00,2.00,4.00,0.60,7.18,1.62,58.20,0.07,10.60,51.20,10.00,7.80,0.00,1.00,0.00,0.00,23.58
11/7/2021,8:31:00,11/7/2021,22-0389-2,18466,1042.00,2.00,2.00,6.30,0.70,7.10,1.31,59.50,0.10,10.20,53.40,10.00,8.00,0.00,1.00,0.00,0.00,24.20
11/8/2021,20:30:00,11/8/2021,22-0389-3,18472,1043.00,2.00,2.00,5.60,0.50,7.06,1.95,51.05,1.62,8.75,41.63,12.46,3.70,0.00,1.00,0.00,0.00,25.84
11/9/2021,2:33:00,11/9/2021,22-0391-1,18475,1044.00,2.00,2.00,2.80,0.30,7.02,1.38,52.80,0.74,11.67,41.13,11.99,4.86,0.00,1.00,0.00,0.00,24.60
11/10/2021,21:51:00,11/10/2021,22-0391-2,18476,1045.00,2.00,2.00,2.50,0.20,7.06,1.47,52.97,2.73,11.24,44.88,9.79,5.35,0.00,1.00,0.00,0.00,23.79
11/11/2021,13:57:00,11/11/2021,22-0391-3,18479,1046.00,2.00,2.00,2.50,0.10,7.10,1.50,53.13,-2.86,13.67,44.80,8.09,8.14,0.00,1.00,0.00,0.00,20.75
11/12/2021,3:42:00,11/12/2021,22-0393-1,18464,1047.00,2.00,2.00,2.50,0.10,7.10,1.60,52.97,-2.20,8.97,44.70,10.20,6.36,0.00,1.00,0.00,0.00,23.26
11/13/2021,9:57:00,11/13/2021,22-0393-2,79299,1048.00,2.00,2.00,5.60,0.30,7.04,1.62,52.80,-0.68,14.25,42.01,12.61,5.01,0.00,1.00,0.00,0.00,24.80
11/14/2021,2:10:00,11/14/2021,22-0393-3,27107,1049.00,2.00,2.00,2.80,0.10,7.02,1.51,52.87,0.78,10.55,44.01,12.88,7.04,0.00,1.00,0.00,0.00,26.12
11/15/2021,4:45:00,11/15/2021,22-0395-1,18463,1050.00,2.00,2.00,5.60,0.60,6.99,1.40,54.81,1.95,9.87,41.41,12.98,4.19,0.00,1.00,0.00,0.00,25.60
11/16/2021,15:52:00,11/16/2021,22-0395-2,18473,1051.00,2.00,2.00,5.80,0.60,7.01,1.41,55.14,-0.77,11.90,40.07,8.93,3.78,0.00,1.00,0.00,0.00,26.23
11/17/2021,4:29:00,11/17/2021,22-0395-3,18474,1052.00,2.00,2.00,10.50,0.40,6.99,1.65,51.65,2.72,13.60,41.28,8.17,6.98,0.00,1.00,0.00,0.00,24.74
11/18/2021,7:22:00,11/18/2021,22-0397-1,18461,1053.00,2.00,2.00,2.80,0.20,6.95,1.60,49.63,3.03,10.23,43.69,9.31,4.86,0.00,1.00,0.00,0.00,22.89
11/19/2021,3:53:00,11/19/2021,22-0397-2,27106,1054.00,2.00,2.00,2.80,0.40,6.95,1.50,53.84,2.16,11.27,42.30,11.21,5.28,0.00,1.00,0.00,0.00,25.99
11/20/2021,19:47:00,11/20/2021,22-0397-3,18480,1055.00,2.00,2.00,2.80,0.30,6.93,1.70,50.73,-0.80,14.19,40.30,8.75,7.16,0.00,1.00,0.00,0.00,24.52
11/21/2021,2:20:00,11/21/2021,22-0399-1,18465,1056.00,2.00,2.00,2.50,0.30,6.91,1.32,53.58,-2.08,11.00,45.58,10.63,7.00,0.00,1.00,0.00,0.00,20.86
11/22/2021,12:29:00,11/22/2021,22-0399-2,18469,1057.00,2.00,2.00,2.50,0.30,6.90,1.45,52.78,0.63,12.14,45.50,7.55,3.62,0.00,1.00,0.00,0.00,25.82
11/23/2021,3:23:00,11/23/2021,22-0399-3,18470,1058.00,2.00,2.00,4.90,0.50,6.98,1.37,52.93,2.34,11.91,40.91,9.80,4.31,0.00,1.00,0.00,0.00,21.57
11/24/2021,20:29:00,11/24/2021,22-0401-1,18471,1059.00,2.00,2.00,2.50,0.20,7.02,1.66,53.18,-2.48,11.65,39.94,11.04,4.11,0.00,1.00,0.00,0.00,21.24
11/25/2021,18:55:00,11/25/2021,22-0401-2,18477,1060.00,2.00,2.00,3.50,0.40,7.06,1.60,55.40,-2.41,13.72,42.62,9.30,8.39,0.00,1.00,0.00,0.00,23.43
11/26/2021,1:32:00,11/26/2021,22-0401-3,79300,1061.00,2.00,2.00,4.90,0.30,6.90,1.59,51.87,2.55,12.37,43.41,10.85,3.83,0.00,1.00,0.00,0.00,25.15
11/27/2021,16:13:00,11/27/2021,22-0403-1,79298,1062.00,2.00,2.00,2.50,0.40,7.01,1.23,51.32,-1.61,13.92,44.01,8.10,8.23,0.00,1.00,0.00,0.00,22.47
11/28/2021,11:32:00,11/28/2021,22-0403-2,79299,1063.00,2.00,2.00,2.50,0.20,7.04,1.47,52.31,1.82,11.84,42.34,10.16,7.87,0.00,1.00,0.00,0.00,21.23
11/29/2021,17:26:00,11/29/2021,22-0403-3,18474,1064.00,2.00,2.00,4.20,0.40,7.06,1.60,55.20,0.46,14.60,42.53,9.14,5.29,0.00,1.00,0.00,0.00,22.47
11/30/2021,11:34:00,11/30/2021,22-0405-1,18464,1065.00,2.00,2.00,2.50,0.30,7.45,1.46,57.30,0.03,10.30,49.10,10.00,6.80,0.00,1.00,0.00,0.00,24.42
12/1/2021,17:23:00,12/1/2021,22-0405-2,18466,1066.00,2.00,2.00,2.80,0.20,7.30,1.19,56.50,0.03,9.70,52.10,10.00,8.00,0.00,1.00,0.00,0.00,25.33
12/2/2021,15:49:00,12/2/2021,22-0405-3,18476,1067.00,2.00,2.00,2.80,0.30,7.00,1.43,53.72,2.43,8.79,42.98,12.85,7.00,0.00,1.00,0.00,0.00,26.48
12/3/2021,4:16:00,12/3/2021,22-0407-1,18472,1068.00,2.00,2.00,10.50,0.80,6.94,1.54,53.59,0.70,10.57,43.46,9.13,7.70,0.00,1.00,0.00,0.00,24.94
12/4/2021,10:57:00,12/4/2021,22-0407-2,27107,1069.00,2.00,2.00,4.50,0.40,6.85,1.68,51.12,2.09,9.11,40.97,9.27,4.08,0.00,1.00,0.00,0.00,23.56
12/5/2021,13:54:00,12/5/2021,22-0407-3,18479,1070.00,2.00,2.00,2.50,0.20,6.92,1.56,50.11,-0.12,9.27,44.20,12.51,6.33,0.00,1.00,0.00,0.00,25.72
12/6/2021,1:10:00,12/6/2021,22-0409-1,18461,1071.00,2.00,2.00,2.80,0.40,7.06,1.51,54.85,1.11,14.61,44.50,12.84,8.44,0.00,1.00,0.00,0.00,24.06
12/7/2021,20:08:00,12/7/2021,22-0409-2,79298,1072.00,2.00,2.00,2.80,0.20,6.99,1.53,51.21,0.50,10.71,41.45,10.06,3.16,0.00,1.00,0.00,0.00,21.17
12/8/2021,2:03:00,12/8/2021,22-0409-3,18474,1073.00,2.00,2.00,5.60,0.50,7.03,1.50,54.24,2.51,12.71,40.54,12.87,8.31,0.00,1.00,0.00,0.00,25.50
